JDTDB,Calendar Date (TDB),EC,QR,A,AD,PR,W,OM,MA,TA
2461041.5,A.D. 2026-Jan-01 00:00:00.0000,0.2056426160956197,0.3074942327953067,0.387098098445222,0.4667019640951371,87.96905927084886,29.19881272328852,48.29881667444637,157.6511583424542,164.8633974616086
2461071.5,A.D. 2026-Jan-31 00:00:00.0000,0.205633450030812,0.3074989026799672,0.3870995105369108,0.4667001183938544,87.96954062360383,29.20024605115199,48.29825464414137,280.4193899191193,256.8064747775771
2461101.5,A.D. 2026-Mar-02 00:00:00.0000,0.2056333007818391,0.3074984457421485,0.3870988625842416,0.4666992794263346,87.9693197498753,29.20107398276521,48.29813462474848,43.18875763703819,62.60639295624807
2461131.5,A.D. 2026-Apr-01 00:00:00.0000,0.2056345420368931,0.3074979053876993,0.3870987872209072,0.4666996690541152,87.96929406007777,29.20104927324113,48.29804810693359,165.9588072408919,170.5242805282045
2461161.5,A.D. 2026-May-01 00:00:00.0000,0.2056334774195941,0.3074980801359266,0.3870984884119428,0.4666988966879591,87.9691922023242,29.20171705065792,48.2979144723263,288.7281643885796,265.1062940023132
2461191.5,A.D. 2026-May-31 00:00:00.0000,0.2056352916060463,0.3074977977268309,0.3870990169597663,0.4667002361927018,87.96937237329749,29.20197455426593,48.2978162227048,51.49817326750229,72.90191876774243
2461221.5,A.D. 2026-Jun-30 00:00:00.0000,0.2056379577261022,0.3074959305468284,0.3870979656412172,0.466700000735606,87.96901400076456,29.20122096814868,48.29769611125293,174.2691722668433,176.1401430605408
2461251.5,A.D. 2026-Jul-30 00:00:00.0000,0.2056365779554684,0.3074962170724733,0.3870976539693129,0.4666990908661525,87.96890775841626,29.20204300518367,48.29743623629873,297.0388807852945,273.9405824978612
2461281.5,A.D. 2026-Aug-29 00:00:00.0000,0.2056381634257297,0.3074959077900927,0.387098037232234,0.4667001666743754,87.96903840463133,29.20190099379821,48.29736036747763,59.80955855743331,82.55864804605658
2461311.5,A.D. 2026-Sep-28 00:00:00.0000,0.2056390974790587,0.3074949254864514,0.3870972558072809,0.4666995861281105,87.96877203347827,29.20132661592412,48.29731502383911,182.5809059357372,181.7377591801768
2461341.5,A.D. 2026-Oct-28 00:00:00.0000,0.2056384021971371,0.3074955823477308,0.3870977438967816,0.4666999054458325,87.96893841278053,29.20110867598163,48.29721543359175,305.3519504114447,283.3642090272062
2461371.5,A.D. 2026-Nov-27 00:00:00.0000,0.2056374340222549,0.3074957541041799,0.3870974883184446,0.4666992225327095,87.96885129156257,29.20048222485605,48.29715174933757,68.12304668860791,91.61261607100552
2461401.5,A.D. 2026-Dec-27 00:00:00.0000,0.2056354645021758,0.3074970104651061,0.3870981101546778,0.4666992098442493,87.96906326235575,29.20067057110619,48.29712088486468,190.8935483268057,187.3446281859696
