JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,R_AU,V_AU_PER_DAY
2461041.5,A.D. 2026-Jan-01 00:00:00.0000,-0.2152013043776677,-0.4092076157002721,-0.01370326959192366,0.01923185228281169,-0.01173762627757566,-0.002723155925167729,0.46254756917582013,0.022694748094056916
2461046.5,A.D. 2026-Jan-06 00:00:00.0000,-0.1123203406179568,-0.4521691317712433,-0.02665033583358803,0.0216570623759097,-0.005369720938828834,-0.002425191251626907,0.4666722865602122,0.022444237708639337
2461051.5,A.D. 2026-Jan-11 00:00:00.0000,-0.00127734260207373,-0.4622964969475707,-0.03766271660368738,0.02249106029414582,0.001364116999449867,-0.001951375935809311,0.46382988575132583,0.022616730010900036
2461056.5,A.D. 2026-Jan-16 00:00:00.0000,0.1098033502067391,-0.43823383158823,-0.04588444336570637,0.02164922637369296,0.008272824322211096,-0.001309563067255838,0.45410466745906236,0.02321300455074032
2461061.5,A.D. 2026-Jan-21 00:00:00.0000,0.2121049605225888,-0.379672685230971,-0.0504816384335526,0.01893764223289072,0.01511378998998793,-0.0005017941756241382,0.4378221762402184,0.024234536071423275
2461066.5,A.D. 2026-Jan-26 00:00:00.0000,0.2955644588838353,-0.2878620857276257,-0.05063340656817895,0.01405461164657503,0.02148440814627711,0.0004666981811355913,0.41567616195236873,0.0256774163249369
2461071.5,A.D. 2026-Jan-31 00:00:00.0000,0.3484396540835155,-0.1668017298935805,-0.04558964472232082,0.006649402900378604,0.02665219407766256,0.001568219698004638,0.3889876930434154,0.02751387506524961
2461076.5,A.D. 2026-Feb-05 00:00:00.0000,0.3575438721135262,-0.02546366194169145,-0.03487412728463538,-0.003439031063558564,0.0293205334366383,0.002711577213987912,0.3601419488469501,0.029645796778844786
2461081.5,A.D. 2026-Feb-10 00:00:00.0000,0.3106035527466648,0.1189678535751492,-0.01876550566362637,-0.01552849158869823,0.02752193398454461,0.003673411909870712,0.33313670071899903,0.03181328113114841
2461086.5,A.D. 2026-Feb-15 00:00:00.0000,0.203121274251524,0.2390484767626539,0.0009058763805604307,-0.02701906501237056,0.0193821830105082,0.004062099497047422,0.31369291816699457,0.03349924692764679
2461091.5,A.D. 2026-Feb-20 00:00:00.0000,0.04898213224080326,0.3029948212286051,0.02026907161656302,-0.03341647168357429,0.00552820441767869,0.003516668445473026,0.30759705173230656,0.034052732354660616
2461096.5,A.D. 2026-Feb-25 00:00:00.0000,-0.1173107113071269,0.2924726291914383,0.03466119040172809,-0.03176405754155726,-0.009425275896884959,0.002143069749188235,0.31702277510235993,0.033202167477224244
2461101.5,A.D. 2026-Mar-02 00:00:00.0000,-0.2579640224398602,0.2155447212868684,0.04127483196714982,-0.02376883048805815,-0.02043912466962743,0.0005096794733843147,0.33868654461301373,0.03135243041928655
2461106.5,A.D. 2026-Mar-07 00:00:00.0000,-0.3510524757808429,0.09747331409890818,0.04016355273478039,-0.01335172280664005,-0.02590600761038727,-0.00089252640182692,0.3665405825847436,0.029157954928162456
2461111.5,A.D. 2026-Mar-12 00:00:00.0000,-0.3921664514699044,-0.03589270336641995,0.03303535911936242,-0.00328836308682563,-0.02680961497299977,-0.001889362665614137,0.3951887482780753,0.027076530022761548
2461116.5,A.D. 2026-Mar-17 00:00:00.0000,-0.3865049816530418,-0.1655308486605938,0.02192167131420794,0.005261690709168172,-0.02464348373819587,-0.002496532875771544,0.4210310230542671,0.025322309457738626
2461121.5,A.D. 2026-Mar-22 00:00:00.0000,-0.3425472576526386,-0.2791416031409887,0.008605340021592755,0.01202249050110091,-0.02055139143728183,-0.002782200371813481,0.4419646028884571,0.023971662578268566
2461126.5,A.D. 2026-Mar-27 00:00:00.0000,-0.2691921445737548,-0.3690622247526054,-0.005471223522933286,0.01703739052014639,-0.0152602621130595,-0.00280974801806738,0.45683834200556966,0.023044369364777308
2461131.5,A.D. 2026-Apr-01 00:00:00.0000,-0.1749118456247606,-0.430485336652892,-0.01913809045189806,0.02040752062524196,-0.009208424071390294,-0.002624272949027564,0.46505703447981395,0.022542155630268238
2461136.5,A.D. 2026-Apr-06 00:00:00.0000,-0.06775796073147859,-0.4603372671379362,-0.03140559347145036,0.02219020675449607,-0.002668661652434546,-0.002253325970015428,0.466355928513626,0.022463403765894507
2461141.5,A.D. 2026-Apr-11 00:00:00.0000,0.04430736477625611,-0.4566899474341429,-0.04138589318448061,0.02235975110537819,0.004160253086204975,-0.001710794627244482,0.46069690992613965,0.022807739771672858
2461146.5,A.D. 2026-Apr-16 00:00:00.0000,0.1529442983288015,-0.4185838859258383,-0.04823566583775018,0.02078834319723435,0.0110768328197346,-0.001001422836986171,0.4482533964253653,0.023576562215488216
2461151.5,A.D. 2026-Apr-21 00:00:00.0000,0.248895772345113,-0.3462500692752835,-0.05112475179770144,0.0172364362340642,0.017789318282328,-0.0001270836560291774,0.4294787028605558,0.0247703598935615
2461156.5,A.D. 2026-Apr-26 00:00:00.0000,0.3214505606014254,-0.2418607416960492,-0.04924826642014179,0.01136921226194401,0.02378603916401735,0.0009011160284087172,0.40528073360341593,0.026378905524414017
2461161.5,A.D. 2026-May-01 00:00:00.0000,0.3581780717420091,-0.1110987108466904,-0.04193052489476287,0.002866928518970964,0.02813485278095891,0.002036324261583712,0.3773494713744418,0.028353762301279083
2461166.5,A.D. 2026-May-06 00:00:00.0000,0.3457789424455671,0.03414514143209813,-0.02892350610785755,-0.008199677148037135,0.02925515886207517,0.003142881070071205,0.34866249716274916,0.03054466773101174
2461171.5,A.D. 2026-May-11 00:00:00.0000,0.2739915567816034,0.1725177358943953,-0.01103108654027394,-0.02049807130917054,0.02503549710339265,0.003926014132324421,0.32396825038264776,0.03259387411120429
2461176.5,A.D. 2026-May-16 00:00:00.0000,0.1445611818916093,0.2733567419612192,0.009080832652255726,-0.03048879581897838,0.01426024748423407,0.003961748666296145,0.3093611242661395,0.033891249332207524
2461181.5,A.D. 2026-May-21 00:00:00.0000,-0.01942214773924101,0.3078408240927554,0.02693911407398739,-0.03372269660597031,-0.0007504605573135565,0.003031628167894138,0.30962704770094457,0.03386700793950913
2461186.5,A.D. 2026-May-26 00:00:00.0000,-0.1792240592013412,0.2679912009882471,0.03833908391277841,-0.02906043237857872,-0.01455084136490466,0.001476202825122901,0.3246697284302926,0.0325332889397532
2461191.5,A.D. 2026-May-31 00:00:00.0000,-0.3020714601686798,0.170973525606251,0.04167770854867228,-0.01963090497079562,-0.02330388123739967,-0.000103978888263383,0.34959425752797735,0.030470545159357442
2461196.5,A.D. 2026-Jun-05 00:00:00.0000,-0.3738525219437688,0.04390578838174722,0.03787685737616935,-0.009127453561069403,-0.02673528031323163,-0.001347756023470962,0.37832272300488845,0.028282539989105494
2461201.5,A.D. 2026-Jun-10 00:00:00.0000,-0.3950577125829085,-0.08981809880681793,0.02889334594417072,0.0003942073313986855,-0.02622499538881749,-0.002179357148039309,0.40616833035622163,0.02631834683528464
2461206.5,A.D. 2026-Jun-15 00:00:00.0000,-0.372761488157425,-0.2141203734069886,0.01668996130031994,0.008224037205877223,-0.02316455209649654,-0.002647378658200145,0.43020601596153035,0.024723265875584658
2461211.5,A.D. 2026-Jun-20 00:00:00.0000,-0.3158095356971322,-0.3188397094165087,0.002908433145990817,0.01426374012440087,-0.01851728647165081,-0.002821532338662207,0.4487793245253246,0.023543687590259564
2461216.5,A.D. 2026-Jun-25 00:00:00.0000,-0.2329633960492304,-0.3976494782256871,-0.01113061244409332,0.018599604010493,-0.01287609257973626,-0.002758185967158575,0.4609999370556707,0.022789177679295867
2461221.5,A.D. 2026-Jun-30 00:00:00.0000,-0.1324984296468913,-0.4465478646476112,-0.02434113392402049,0.02132224186093084,-0.006599177972341655,-0.002494924574984857,0.4664261142785003,0.02245911388549277
2461226.5,A.D. 2026-Jul-05 00:00:00.0000,-0.02238006298459345,-0.4629724354258791,-0.0357831487413088,0.02245832312096762,8.042101564196069e-05,-0.002053239043934252,0.4648922207535923,0.02255212929009325
